Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
13-03-2019 14:11:03;facebook;https://www.facebook.com/abppensioenfonds/inbox/2144710062242481/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Eduardo,  Thank you for sending your client number and date of birth! :) The letter that has been put online on your MijnABP page contains information about the ending of your participation at ABP. I will add the letter to this conversation.  You now have the option to keep your accrued pension at ABP. Or request an international fund transfer. That means the accrued pension at ABP will be carried over to your new pension fund. Unfortunately, it is not always possible to do an international fund transfer. To validate if it is possible, your new pension fund has to fill in a questionnaire. And you (or your pension fund) has to send it back to us. I will also include the questionnaire. :) Or you can choose to keep building pension at our fund on a voluntarily basis. That can be done up to a maximum of three years. And if you have your own company/business and you make a profit, up to a maximum of five years. However, you have to pay the full premium yourself. And this can be quite expensive.  Have I answered your question correctly? If not, please let me know! Kind regards, Koen ;;neutraal;;;;;;;0
13-03-2019 14:10:56;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436298073083687/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan :) ;;neutraal;;;;;;;0
13-03-2019 14:09:51;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295796417248/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi,  Ofcourse :) No problem.  Here you go!  Kind regards, Sanne ;;neutraal;;;;;;;0
13-03-2019 14:05:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/2130267417020079/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan! Mocht er nog iets zijn, weet je me te vinden. :) Groet, Judith ;;neutraal;;;;;;;0
13-03-2019 13:35:00;facebook;https://facebook.com/439703479409823_2145509188829235/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Kunstmatige intelligentie: een bedreiging of juist een uitkomst? Uit een studie van Mercer blijkt dat 1 op de 5 banen in de toekomst overbodig zijn! Volgens het onderzoek denkt bijna driekwart van de ondervraagden dat de arbeidsmarkt er over drie jaar heel anders uitziet. Ben jij bang dat jouw baan gevaar loopt door automatisering? ;;neutraal;;;;;;;204
13-03-2019 11:14:02;facebook;https://www.facebook.com/abppensioenfonds/inbox/1610403032339856/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Geen probleem, Gerry! Je hebt niemand van ons uit onze slaap gewekt. :)  Fijn dat je inmiddels geholpen bent! Mocht er nog iets zijn, weet je me te vinden. :) Groet, Koen ;;neutraal;;;;;;;0
13-03-2019 01:17:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/2130267417020079/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Peter, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;Betaling;positief;;;;;;;0
13-03-2019 00:38:29;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295796417248/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Hiền, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;ADV;neutraal;;;;;;;0
12-03-2019 19:33:34;facebook;https://www.facebook.com/abppensioenfonds/inbox/2144710062242481/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Eduardo, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
12-03-2019 19:16:13;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Nelia, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
12-03-2019 18:55:14;facebook;https://www.facebook.com/abppensioenfonds/inbox/1610403032339856/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Gerry, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
12-03-2019 17:15:53;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Thank you, Nelia. We will try our best to ring her, on the times she is home. All the best, Koen ;;neutraal;;;;;;;0
12-03-2019 17:13:45;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436301189750042/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan Peter! 🙂 Fijne avond en groet, Cindy ;;neutraal;;;;;;;0
12-03-2019 17:10:34;facebook;https://www.facebook.com/abppensioenfonds/inbox/2143272539052900/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan, Joop! Ook alvast een fijne avond.🙂 Groet, Koen ;;neutraal;;;;;;;0
12-03-2019 17:06:16;facebook;https://www.facebook.com/abppensioenfonds/inbox/1610403032339856/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Fijne dag verder Gerry! 🙂 ;;neutraal;;;;;;;0
12-03-2019 16:01:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/1610403032339856/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan :) En dat is helemaal prima. Dan horen we graag van je! Groet, Koen ;;neutraal;;;;;;;0
12-03-2019 15:58:24;twitter;https://twitter.com/abppensioen/status/1105483184135909380/;abppensioen;;Direct message (rh0935): Hi! Aii, dat is niet echt handig 😕 Is dit pas sinds deze maand?  Ik kijk graag voor je na waar dit aan kan liggen! Stuur je me je klantnummer door met je geboortedatum? Dan kan ik je gegevens erbij pakken 😊 Alvast dank je wel!  Groet, Sanne ;;neutraal;;;;;;;0
12-03-2019 15:45:56;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): You re welcome, Nelia. :) I look forward to your reply! If you have any further questions, feel free to contact me. Kind regards, Koen ;;neutraal;;;;;;;0
12-03-2019 15:37:40;facebook;https://www.facebook.com/abppensioenfonds/inbox/1610403032339856/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Gerry,  Het is mogelijk om een afspraak op locatie te maken. :) Dat kan op de locaties Heerlen of Amsterdam.  In Heerlen is het alleen mogelijk om op vrijdag een afspraak in te plannen. De eerste plekken zijn in mei 2019 beschikbaar. In Amsterdam zijn de eerste plekken in april 2019 beschikbaar.  De afspraken worden door een andere afdeling ingepland. Wil je mij je telefoonnummer, e-mailadres en klantnummer sturen? :) Dan kan ik je verzoek aan hen doorgeven. Op Curaçao kun je ook een DigiD aanvragen. Raar dat het niet lijkt te lukken. Heb je ook al bij DigiD geïnformeerd? Zij kunnen je helpen bij het aanvragen van je DigiD. Misschien kunnen de volgende sites ook helpen: https://www.rijksoverheid.nl/onderwerpen/caribische-deel-van-het-koninkrijk/vertegenwoordiging-van-nederland-in-aruba-curacao-en-sint-maarten/digid-aanvragen-in-aruba-curacao-of-sint-maarten https://digid.nl/aanvragen_buitenland Heb ik je vragen zo beantwoord? Zo niet, laat het me weten! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
12-03-2019 15:05:44;facebook;https://facebook.com/2144043508975803/?comment_id=2144425565604264;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Paul, dit is geen onderzoek van ABP. Het onderzoek is uitgevoerd door I&O research. In opdracht van Binnenlands Bestuur. We vinden de opvallende resultaten interessant om te delen. Groet, Koen ;;neutraal;;;;;;;10
12-03-2019 14:57:49;facebook;https://www.facebook.com/abppensioenfonds/inbox/1967543466625809/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dat is goed. :)  Mocht ik je nog ergens mee kunnen helpen, hoor ik het graag! Vriendelijke groet, Judith ;;neutraal;;;;;;;0
12-03-2019 14:51:43;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436298473083647/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Ai, rot dat het via de iPad niet lukt, Ioannis. Wat is er precies aan de hand? Krijg je een foutmelding te zien?  Ik hoor graag van je. :) Groetjes, Judith ;;neutraal;;;;;;;0
12-03-2019 14:46:04;facebook;https://www.facebook.com/abppensioenfonds/inbox/2143272539052900/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Ik ga ervan uit dat ze nogmaals met je contact opnemen, Joop! :)  Mocht je geen contact krijgen, dan weet je me te vinden.  Vriendelijke groet, Koen ;;neutraal;;;;;;;0
12-03-2019 14:29:55;facebook;https://facebook.com/2144043508975803/?comment_id=2144381155608705;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Marleen, misschien is het inderdaad wel een druppel op een gloeiende plaat, maar wel erg belangrijk.🌎 Ik doe braafjes met je mee, zijn er al 2 druppels op een gloeiende plaat. 😉 Groetjes, Judith ;;neutraal;;;;;;;10
12-03-2019 14:23:17;facebook;https://www.facebook.com/abppensioenfonds/inbox/2084236314956523/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Marsha,  Thank you for sending the form! :) I have made sure that the department has received it.  If there is anything else I can do for you, please let me know!  Kind regards, Judith ;;neutraal;;;;;;;0
12-03-2019 14:15:54;facebook;https://www.facebook.com/abppensioenfonds/inbox/2130267417020079/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Peter, Ik had beloofd je op de hoogte te houden. :) Je rekeningnummer is aangepast. Met ingang van déze maand schrijven we je pensioen over naar je Thaise bankrekening. Weet je zo voldoende? Mocht er nog iets zijn, hoor ik graag van je. Groet, Judith ;;neutraal;;;;;;;0
12-03-2019 13:30:33;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Nelia,  It is no problem to discuss your case by telephone. :) Unfortunately, I do not have a fixed phone number at work. Somedays I work at a different desk, with a different number.  Is it possible you can provide me Lida s phone number and the times at which she is available to call? That way I can give her a call and we can discuss the case.  Kind regards, Koen ;;neutraal;;;;;;;0
12-03-2019 13:30:33;facebook;https://facebook.com/2144043508975803/?comment_id=2144318958948258;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Eliza, wat mooi om te horen dat je al zo veel doet. 👍 Merk je in je omgeving dat dit steeds meer mensen doen? Groet, Judith ;;neutraal;;;;;;;10
12-03-2019 13:20:57;facebook;https://www.facebook.com/abppensioenfonds/inbox/1967543466625809/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Maurice,  Oei, ik heb je eerste bericht verkeerd begrepen. Sorry, je hebt helemaal gelijk.  Naar aanleiding van je berichtje heb ik meteen contact opgenomen met mijn collega van de afdeling. Zij geeft aan dat je inderdaad vrijstelling voor de loonheffing hebt, tot 1 maart 2021.  De toekenningsbrief van 18 december mag je dan ook als niet verzonden beschouwen. Je ontvangt een nieuwe toekenningsbrief over ongeveer een week.  Nogmaals sorry, het was niet de bedoeling om foutieve informatie aan je te geven.  Kan ik je verder nog helpen?  Vriendelijke groet, Judith ;;neutraal;;;;;;;0
12-03-2019 12:46:26;facebook;https://facebook.com/2144043508975803/?comment_id=2144276082285879;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Rita, dan raad ik je aan contact op te nemen met Binnenlands Bestuur. Hopelijk krijg snel meer duidelijkheid. Groet, Cindy ;;neutraal;;;;;;;10
12-03-2019 12:28:11;twitter;https://twitter.com/abppensioen/status/1105430279672467462/;abppensioen;;@rh0935 Hoi Roel, bedoel je de bedragen in MijnABP? Wil je in een DM je klantnummer en postcode & huisnummer sturen? Dan kan ik het voor je nakijken. Ik help je graag. ^Judith ;;neutraal;;;;;;;37
12-03-2019 12:17:54;twitter;https://twitter.com/abppensioen/status/1105427692697071620/;abppensioen;;Direct message (bramblaas): Top! Dankjewel voor je reactie, Bram. ;;neutraal;;;;;;;0
12-03-2019 11:57:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/1531392030240957/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): 👍 ;;neutraal;;;;;;;0
12-03-2019 11:55:38;facebook;https://www.facebook.com/abppensioenfonds/inbox/1967543466625809/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Maurice, In 2019 zijn, jammer genoeg, wat fiscale zaken veranderd, zoals het wegvallen van de loonheffingskorting voor mensen woonachtig in het buitenland. Deze wijziging is van de fiscale wijzigingen die de Belastingdienst in 2019 heeft doorgevoerd. Ik stuur de link van de Belastingdienst en alle wijzigingen hier mee: https://www.belastingdienst.nl/wps/wcm/connect/bldcontentnl/belastingdienst/prive/aangifte_doen/fiscale_informatie/fiscale-informatie-2019/veranderingen-2019/veranderingen-in-loonheffingskorting  Dit betekent dat je de loonheffing vanaf 05-07-2019 wel moet betalen.  Heb ik je voor nu voldoende informatie gegeven, of heb je wellicht nog andere vragen? Ik help je graag.  Vriendelijke groet, Judith ;;negatief;;;;;;;0
12-03-2019 11:46:58;facebook;https://facebook.com/2144043508975803/?comment_id=2144221755624645;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Heeft waarschijnlijk toch weer met je instellingen te maken :( Groet, Cindy ;;neutraal;;;;;;;10
12-03-2019 11:21:18;twitter;https://twitter.com/abppensioen/status/1105413447527866378/;abppensioen;;Direct message (bramblaas): Dank je wel Bram voor de gegevens! Ik zal twee opgaves voor je aanvragen. Deze kan ik niet via Twitter doorsturen, maar gelukkig wel per mail :) Klopt het volgende e-mail adres nog: bramblaas@yahoo.com? Groet, Cindy ;;neutraal;;;;;;;0
12-03-2019 10:52:57;facebook;https://www.facebook.com/abppensioenfonds/inbox/2143272539052900/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Joop,  Dank je wel voor je gegevens. De afspraken in Amsterdam zijn aan de Basisweg 30. Maar wat rot om te horen dat je last heb van reisangst. Dit maakt het natuurlijk niet makkelijk 🙁 Ik durf niet te zeggen of ze ook naar jouw werk of huis kunnen komen. Normaal gesproken doen ze dit niet. Mijn collega s nemen telefonisch contact met je op. Je kunt het dan nogmaals aangeven. Ik zal het sowieso aangeven bij de aanvraag. Wie weet :)  Succes met het gesprek. Mocht ik ik nog iets voor je kunnen betekenen, dan hoor ik het graag.  Groet, Koen ;;neutraal;;;;;;;0
